id,From_country,To_country,Points,Round,Voting_Method,Host_Nation,OOA,Average_Points,VBlocs1_FC,VBlocs2_FC,VBlocs1_TC,VBlocs2_TC,ComVBlocs1,ComVBlocs2,FC_LANGFAM,TC_LANGFAM,ComLANGFAM,Neighbours,TC_NumNeigh,FC_NonCOB,FC_NonCitzens,FC_COB,FC_Citizens,FC_Population,METRIC_COB,METRIC_Citizens,METRIC_COBCit,FC_GDP_mil,TC_GDP_mil,GDP_PROP,FC_CAP_LAT,FC_CAP_LON,TC_CAP_LAT,TC_CAP_LON,CAP_DIST_km,TC_PerfType,TC_SingerGender,FC_SONGLANG,TC_SONGLANG,ComSONGLAN,danceability,energy,key,loudiness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1324,Iceland,Russia,7,f,T,n,18,4,15,1,3,1,n,y,Germanic,Slavic,n,n,9,379,149,290507,306044,332529,0.009019085241064,0.005625825939211,0.014644911180275,20047.41,1283162.35,0.015623440011313,64.1265,-21.8174,55.7558,37.6173,3302.15686698656,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1325,Iceland,Russia,10,sf1,J,n,9,4,15,1,3,1,n,y,Germanic,Slavic,n,n,9,379,149,290507,306044,332529,0.009019085241064,0.005625825939211,0.014644911180275,20047.41,1283162.35,0.015623440011313,64.1265,-21.8174,55.7558,37.6173,3302.15686698656,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1326,Iceland,Russia,12,sf1,T,n,9,4,15,1,3,1,n,y,Germanic,Slavic,n,n,9,379,149,290507,306044,332529,0.009019085241064,0.005625825939211,0.014644911180275,20047.41,1283162.35,0.015623440011313,64.1265,-21.8174,55.7558,37.6173,3302.15686698656,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1327,Ireland,Russia,8,f,T,n,18,6.66666666666667,1,5,3,1,n,n,Germanic,Slavic,n,n,9,6932,5318,3926156,4137894,4724720,0.008680581644051,0.009062311485858,0.017742893129909,294053.6,1283162.35,0.229163207601906,53.3498,-6.2603,55.7558,37.6173,2794.4051544913,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1328,Israel,Russia,10,f,T,n,18,8.22222222222222,15,1,3,1,n,y,Semetic,Slavic,n,n,9,NA,NA,NA,NA,NA,NA,NA,NA,318743.69,1283162.35,0.248404802400881,31.7683,35.2137,55.7558,37.6173,2673.87692511769,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1329,Italy,Russia,8,f,T,n,18,6.5,1,3,3,1,n,n,ItalicRomance,Slavic,n,n,9,78380,35791,54758099,55639398,60665551,0.013267987619705,0.007120953142493,0.020388940762198,1849970.46,1283162.35,1.44172751016269,41.9028,12.4964,55.7558,37.6173,2375.32934461804,Solo,Male,Mixed,English,0,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1330,Latvia,Russia,7,f,J,n,18,9.27777777777778,17,5,3,1,n,n,Baltic,Slavic,n,y,9,131804,42299,1710068,1680011,1968957,0.50911394458629,0.146390675074235,0.655504619660525,27677.39,1283162.35,0.021569671211129,56.9496,24.1052,55.7558,37.6173,841.57046662562,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1331,Latvia,Russia,12,f,T,n,18,9.27777777777778,17,5,3,1,n,n,Baltic,Slavic,n,y,9,131804,42299,1710068,1680011,1968957,0.50911394458629,0.146390675074235,0.655504619660525,27677.39,1283162.35,0.021569671211129,56.9496,24.1052,55.7558,37.6173,841.57046662562,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1332,Lithuania,Russia,8,f,T,n,18,7.70588235294118,18,6,3,1,n,n,Baltic,Slavic,n,y,9,54868,8900,2758852,2869876,2888558,0.423018210414322,0.476394390322235,0.899412600736557,42738.88,1283162.35,0.033307461055104,54.6872,253,55.7558,37.6173,7325.25552899824,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1333,Malta,Russia,4,f,J,n,18,5.5,19,1,3,1,n,y,Semitic,Slavic,n,n,9,NA,NA,NA,NA,434403,NA,NA,NA,10949.09,1283162.35,0.008532895311338,35.8989,14.5146,55.7558,37.6173,2814.64989484449,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1334,Malta,Russia,10,f,T,n,18,5.5,19,1,3,1,n,y,Semitic,Slavic,n,n,9,NA,NA,NA,NA,434403,NA,NA,NA,10949.09,1283162.35,0.008532895311338,35.8989,14.5146,55.7558,37.6173,2814.64989484449,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1335,Malta,Russia,10,sf1,J,n,9,5.5,19,1,3,1,n,y,Semitic,Slavic,n,n,9,NA,NA,NA,NA,434403,NA,NA,NA,10949.09,1283162.35,0.008532895311338,35.8989,14.5146,55.7558,37.6173,2814.64989484449,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1336,Malta,Russia,12,sf1,T,n,9,5.5,19,1,3,1,n,y,Semitic,Slavic,n,n,9,NA,NA,NA,NA,434403,NA,NA,NA,10949.09,1283162.35,0.008532895311338,35.8989,14.5146,55.7558,37.6173,2814.64989484449,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1337,Moldova,Russia,7,f,J,n,18,8.64705882352941,20,1,3,1,n,y,ItalicRomance,Slavic,n,n,9,NA,NA,NA,NA,3553056,NA,NA,NA,6749.52,1283162.35,0.00526006705231,47.0105,28.8638,55.7558,37.6173,1144.60564205674,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1338,Moldova,Russia,12,f,T,n,18,8.64705882352941,20,1,3,1,n,y,ItalicRomance,Slavic,n,n,9,NA,NA,NA,NA,3553056,NA,NA,NA,6749.52,1283162.35,0.00526006705231,47.0105,28.8638,55.7558,37.6173,1144.60564205674,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1339,Moldova,Russia,12,sf1,J,n,9,8.64705882352941,20,1,3,1,n,y,ItalicRomance,Slavic,n,n,9,NA,NA,NA,NA,3553056,NA,NA,NA,6749.52,1283162.35,0.00526006705231,47.0105,28.8638,55.7558,37.6173,1144.60564205674,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1340,Moldova,Russia,10,sf1,T,n,9,8.64705882352941,20,1,3,1,n,y,ItalicRomance,Slavic,n,n,9,NA,NA,NA,NA,3553056,NA,NA,NA,6749.52,1283162.35,0.00526006705231,47.0105,28.8638,55.7558,37.6173,1144.60564205674,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1341,Montenegro,Russia,8,f,J,n,18,5.91666666666667,1,2,3,1,n,n,Slavic,Slavic,y,n,9,NA,NA,NA,NA,622218,NA,NA,NA,4173.26,1283162.35,0.003252324228497,42.4304,19.2594,55.7558,37.6173,1983.23338582014,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1342,Montenegro,Russia,10,f,T,n,18,5.91666666666667,1,2,3,1,n,n,Slavic,Slavic,y,n,9,NA,NA,NA,NA,622218,NA,NA,NA,4173.26,1283162.35,0.003252324228497,42.4304,19.2594,55.7558,37.6173,1983.23338582014,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1343,Montenegro,Russia,8,sf1,J,n,9,5.91666666666667,1,2,3,1,n,n,Slavic,Slavic,y,n,9,NA,NA,NA,NA,622218,NA,NA,NA,4173.26,1283162.35,0.003252324228497,42.4304,19.2594,55.7558,37.6173,1983.23338582014,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1344,Montenegro,Russia,10,sf1,T,n,9,5.91666666666667,1,2,3,1,n,n,Slavic,Slavic,y,n,9,NA,NA,NA,NA,622218,NA,NA,NA,4173.26,1283162.35,0.003252324228497,42.4304,19.2594,55.7558,37.6173,1983.23338582014,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1345,Norway,Russia,6,f,T,n,18,4.84615384615385,21,1,3,1,n,y,Germanic,Slavic,n,y,9,17654,11467,4436678,4676268,5213985,0.022711747096064,0.021325344000655,0.044037091096718,370556.67,1283162.35,0.288783932913867,59.9139,10.7522,55.7558,37.6173,1643.21509057931,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1346,Poland,Russia,8,f,T,n,18,6.6,1,5,3,1,n,n,Slavic,Slavic,y,y,9,NA,NA,NA,37811676,37967209,NA,NA,NA,469508.68,1283162.35,0.365899669671573,52.2297,21.0122,55.7558,37.6173,1150.6998077633,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1347,San Marino,Russia,7,f,J,n,18,4.33333333333333,1,5,3,1,n,n,ItalianRomance,Slavic,n,n,9,NA,NA,NA,NA,33005,NA,NA,NA,1500,1283162.35,0.001168986917361,43.9356,12.4473,55.7558,37.6173,2212.20330295843,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1348,San Marino,Russia,10,f,T,n,18,4.33333333333333,1,5,3,1,n,n,ItalianRomance,Slavic,n,n,9,NA,NA,NA,NA,33005,NA,NA,NA,1500,1283162.35,0.001168986917361,43.9356,12.4473,55.7558,37.6173,2212.20330295843,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1349,San Marino,Russia,3,sf1,J,n,9,4.33333333333333,1,5,3,1,n,n,ItalianRomance,Slavic,n,n,9,NA,NA,NA,NA,33005,NA,NA,NA,1500,1283162.35,0.001168986917361,43.9356,12.4473,55.7558,37.6173,2212.20330295843,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1350,San Marino,Russia,12,sf1,T,n,9,4.33333333333333,1,5,3,1,n,n,ItalianRomance,Slavic,n,n,9,NA,NA,NA,NA,33005,NA,NA,NA,1500,1283162.35,0.001168986917361,43.9356,12.4473,55.7558,37.6173,2212.20330295843,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1351,Serbia,Russia,1,f,J,n,18,6.16666666666667,1,2,3,1,n,n,Slavic,Slavic,y,n,9,NA,NA,NA,NA,7076372,NA,NA,NA,37745.11,1283162.35,0.029415693189564,44.7866,20.4489,55.7558,37.6173,1716.27904433717,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1352,Serbia,Russia,12,f,T,n,18,6.16666666666667,1,2,3,1,n,n,Slavic,Slavic,y,n,9,NA,NA,NA,NA,7076372,NA,NA,NA,37745.11,1283162.35,0.029415693189564,44.7866,20.4489,55.7558,37.6173,1716.27904433717,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1353,Slovenia,Russia,10,f,T,n,18,7.45454545454545,1,2,3,1,n,n,Slavic,Slavic,y,n,9,2550,1998,1822985,1956422,2064188,0.010572007810848,0.018540170369133,0.029112178179981,43990.64,1283162.35,0.034282988430887,46.0569,14.5058,55.7558,37.6173,1932.10198658131,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1354,Spain,Russia,4,f,J,n,18,6.3,1,3,3,1,n,n,ItalianRomance,Slavic,n,n,9,83227,69565,40521758,42022582,46440099,0.014062555706067,0.015747534191719,0.029810089897786,1232088.19,1283162.35,0.960196650096537,40.4168,-3.7038,55.7558,37.6173,3440.34460043806,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1355,Spain,Russia,8,f,T,n,18,6.3,1,3,3,1,n,n,ItalianRomance,Slavic,n,n,9,83227,69565,40521758,42022582,46440099,0.014062555706067,0.015747534191719,0.029810089897786,1232088.19,1283162.35,0.960196650096537,40.4168,-3.7038,55.7558,37.6173,3440.34460043806,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1356,Spain,Russia,8,sf1,J,n,9,6.3,1,3,3,1,n,n,ItalianRomance,Slavic,n,n,9,83227,69565,40521758,42022582,46440099,0.014062555706067,0.015747534191719,0.029810089897786,1232088.19,1283162.35,0.960196650096537,40.4168,-3.7038,55.7558,37.6173,3440.34460043806,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1357,Spain,Russia,8,sf1,T,n,9,6.3,1,3,3,1,n,n,ItalianRomance,Slavic,n,n,9,83227,69565,40521758,42022582,46440099,0.014062555706067,0.015747534191719,0.029810089897786,1232088.19,1283162.35,0.960196650096537,40.4168,-3.7038,55.7558,37.6173,3440.34460043806,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1358,Sweden,Russia,6,f,J,n,18,5.6,1,4,3,1,n,n,Germanic,Slavic,n,n,9,19450,7836,8174753,9068184,9851017,0.011603184223965,0.010009797747412,0.021612981971377,510999.8,1283162.35,0.398234720649339,59.3293,18.0696,55.7558,37.6173,1227.00826696936,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1359,Sweden,Russia,8,f,T,n,18,5.6,1,4,3,1,n,n,Germanic,Slavic,n,n,9,19450,7836,8174753,9068184,9851017,0.011603184223965,0.010009797747412,0.021612981971377,510999.8,1283162.35,0.398234720649339,59.3293,18.0696,55.7558,37.6173,1227.00826696936,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1360,Sweden,Russia,12,sf1,J,n,9,5.6,1,4,3,1,n,n,Germanic,Slavic,n,n,9,19450,7836,8174753,9068184,9851017,0.011603184223965,0.010009797747412,0.021612981971377,510999.8,1283162.35,0.398234720649339,59.3293,18.0696,55.7558,37.6173,1227.00826696936,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1361,Sweden,Russia,8,sf1,T,n,9,5.6,1,4,3,1,n,n,Germanic,Slavic,n,n,9,19450,7836,8174753,9068184,9851017,0.011603184223965,0.010009797747412,0.021612981971377,510999.8,1283162.35,0.398234720649339,59.3293,18.0696,55.7558,37.6173,1227.00826696936,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1362,Switzerland,Russia,6,f,T,n,18,5.66666666666667,1,5,3,1,n,n,Germanic,Slavic,n,n,9,22293,15420,5910732,6278459,8327126,0.009225730572084,0.007526845504906,0.01675257607699,659827.24,1283162.35,0.514219607518877,46.948,7.4474,55.7558,37.6173,2288.60703306057,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1363,The Netherlands,Russia,3,f,T,n,18,3.72727272727273,1,5,3,1,n,n,Germanic,Slavic,n,n,9,3300,7794,14922597,16078619,16900726,0.001668243072115,0.009480517742824,0.011148760814939,770845.05,1283162.35,0.600738519174912,52.3702,4.8952,55.7558,37.6173,2147.42175839323,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1364,The Netherlands,Russia,1,sf1,J,n,9,3.72727272727273,1,5,3,1,n,n,Germanic,Slavic,n,n,9,3300,7794,14922597,16078619,16900726,0.001668243072115,0.009480517742824,0.011148760814939,770845.05,1283162.35,0.600738519174912,52.3702,4.8952,55.7558,37.6173,2147.42175839323,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1365,The Netherlands,Russia,8,sf1,T,n,9,3.72727272727273,1,5,3,1,n,n,Germanic,Slavic,n,n,9,3300,7794,14922597,16078619,16900726,0.001668243072115,0.009480517742824,0.011148760814939,770845.05,1283162.35,0.600738519174912,52.3702,4.8952,55.7558,37.6173,2147.42175839323,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1366,Ukraine,Russia,12,f,T,n,18,8.6,3,1,3,1,y,y,Slavic,Slavic,y,y,9,NA,NA,NA,NA,42590879,NA,NA,NA,93270.48,1283162.35,0.072687980597311,50.4501,30.5234,55.7558,37.6173,755.740982328821,Solo,Male,Mixed,English,0,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1367,United Kingdom,Russia,7,f,T,n,18,6.125,3,1,3,1,y,y,Germanic,Slavic,n,n,9,NA,NA,NA,NA,65383556,NA,NA,NA,2618885.69,1283162.35,2.04096207311569,52.5074,-0.1278,55.7558,37.6173,2454.14402467978,Solo,Male,English,English,1,0.632,0.895,11,-5.276,0,0.0605,0.416,0,0.0885,0.28,127.983,186892,4
1368,Austria,San Marino,5,sf1,T,n,8,0,2,6,1,5,n,n,Germanic,ItalicRomance,n,n,1,3,1,7106289,7433203,8690076,1.89419410564678E-06,7.95625333665374E-07,2.68981943931216E-06,386427.79,1500,257.618526666667,48.2082,16.3738,43.9356,12.4473,563.258887049202,Solo,Male,French,English,0,0.682,0.717,6,-6.124,0,0.044,0.0248,0,0.117,0.605,122.949,181116,4
1369,Azerbaijan,San Marino,3,sf1,J,n,8,4.2,3,1,1,5,n,n,Turkic,ItalicRomance,n,n,1,NA,NA,NA,NA,9705643,NA,NA,NA,37847.72,1500,25.2318133333333,40.4093,49.8671,43.9356,12.4473,3081.87150324665,Solo,Male,English,English,1,0.682,0.717,6,-6.124,0,0.044,0.0248,0,0.117,0.605,122.949,181116,4
1370,Azerbaijan,San Marino,10,sf1,T,n,8,4.2,3,1,1,5,n,n,Turkic,ItalicRomance,n,n,1,NA,NA,NA,NA,9705643,NA,NA,NA,37847.72,1500,25.2318133333333,40.4093,49.8671,43.9356,12.4473,3081.87150324665,Solo,Male,English,English,1,0.682,0.717,6,-6.124,0,0.044,0.0248,0,0.117,0.605,122.949,181116,4
1371,Bosnia & Herzegovina,San Marino,10,sf1,J,n,8,0,1,2,1,5,y,n,Slavic,ItalicRomance,n,n,1,NA,NA,NA,NA,3515982,NA,NA,NA,16559.7,1500,11.0398,43.8563,18.4131,43.9356,12.4473,477.99945482379,Solo,Male,Bosnian,English,0,0.682,0.717,6,-6.124,0,0.044,0.0248,0,0.117,0.605,122.949,181116,4
1372,Estonia,San Marino,4,sf1,T,n,8,4.5,8,5,1,5,n,y,Uralic,ItalicRomance,n,n,1,1,1,1122085,1117693,1315944,5.15838831315544E-06,5.04411074849559E-06,1.0202499061651E-05,23136.74,1500,15.4244933333333,59.437,24.7536,43.9356,12.4473,1914.02273108487,Solo,Male,English,English,1,0.682,0.717,6,-6.124,0,0.044,0.0248,0,0.117,0.605,122.949,181116,4
1373,Finland,San Marino,3,sf1,T,n,8,1,10,5,1,5,n,y,Uralic,ItalicRomance,n,n,1,1,0,5150146,5257543,5487308,2.96593329022844E-06,0,2.96593329022844E-06,236785.05,1500,157.8567,60.1699,24.9384,43.9356,12.4473,1989.28732252324,Solo,Male,English,English,1,0.682,0.717,6,-6.124,0,0.044,0.0248,0,0.117,0.605,122.949,181116,4
1374,Greece,San Marino,6,sf1,T,n,8,2,14,3,1,5,n,n,Hellenic,ItalicRomance,n,n,1,NA,NA,NA,NA,10783748,NA,NA,NA,194558.65,1500,129.705766666667,37.9838,23.7275,43.9356,12.4473,1153.82944685024,Solo,Male,Mixed,English,0,0.682,0.717,6,-6.124,0,0.044,0.0248,0,0.117,0.605,122.949,181116,4
1375,Hungary,San Marino,5,sf1,T,n,8,4.33333333333333,1,5,1,5,y,y,Uralic,ItalicRomance,n,n,1,4,0,9326183,9673897,9830485,7.93175517844466E-06,0,7.93175517844466E-06,124342.94,1500,82.8952933333333,47.4979,19.0402,43.9356,12.4473,646.836376287936,Solo,Male,English,English,1,0.682,0.717,6,-6.124,0,0.044,0.0248,0,0.117,0.605,122.949,181116,4
1376,Iceland,San Marino,1,sf1,T,n,8,4,15,1,1,5,n,n,Germanic,ItalicRomance,n,n,1,1,0,290507,306044,332529,2.37970586835467E-05,0,2.37970586835467E-05,20047.41,1500,13.36494,64.1265,-21.8174,43.9356,12.4473,3099.0331371507,Solo,Male,English,English,1,0.682,0.717,6,-6.124,0,0.044,0.0248,0,0.117,0.605,122.949,181116,4
1377,Malta,San Marino,6,sf1,J,n,8,6,19,1,1,5,n,n,Semitic,ItalicRomance,n,n,1,NA,NA,NA,NA,434403,NA,NA,NA,10949.09,1500,7.29939333333333,35.8989,14.5146,43.9356,12.4473,910.778400255449,Solo,Male,English,English,1,0.682,0.717,6,-6.124,0,0.044,0.0248,0,0.117,0.605,122.949,181116,4
1378,Malta,San Marino,5,sf1,T,n,8,6,19,1,1,5,n,n,Semitic,ItalicRomance,n,n,1,NA,NA,NA,NA,434403,NA,NA,NA,10949.09,1500,7.29939333333333,35.8989,14.5146,43.9356,12.4473,910.778400255449,Solo,Male,English,English,1,0.682,0.717,6,-6.124,0,0.044,0.0248,0,0.117,0.605,122.949,181116,4
1379,Moldova,San Marino,4,sf1,T,n,8,3,20,1,1,5,n,n,ItalicRomance,ItalicRomance,y,n,1,NA,NA,NA,NA,3553056,NA,NA,NA,6749.52,1500,4.49968,47.0105,28.8638,43.9356,12.4473,1322.18382453527,Solo,Male,English,English,1,0.682,0.717,6,-6.124,0,0.044,0.0248,0,0.117,0.605,122.949,181116,4
1380,Montenegro,San Marino,2,sf1,T,n,8,4,1,2,1,5,y,n,Slavic,ItalicRomance,n,n,1,NA,NA,NA,NA,622218,NA,NA,NA,4173.26,1500,2.78217333333333,42.4304,19.2594,43.9356,12.4473,576.927271904655,Solo,Male,English,English,1,0.682,0.717,6,-6.124,0,0.044,0.0248,0,0.117,0.605,122.949,181116,4
1381,The Netherlands,San Marino,4,sf1,T,n,8,0,1,5,1,5,y,y,Germanic,ItalicRomance,n,n,1,3,1,14922597,16078619,16900726,1.51658461101374E-06,1.21638667472726E-06,2.732971285741E-06,770845.05,1500,513.8967,52.3702,4.8952,43.9356,12.4473,1091.12440537111,Solo,Male,English,English,1,0.682,0.717,6,-6.124,0,0.044,0.0248,0,0.117,0.605,122.949,181116,4
1382,Albania,Serbia,8,sf2,J,n,6,3.08333333333333,1,3,1,2,y,n,Albanian,Slavic,n,n,6,NA,NA,NA,NA,2886026,NA,NA,NA,11926.86,37745.11,0.315984242727071,41.3275,119.8187,44.7866,20.4489,7534.94138255845,Solo,Female,English,English,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383,Australia,Serbia,3,sf2,J,n,6,5,1,4,1,2,y,n,Germanic,Slavic,n,n,6,NA,NA,NA,NA,24168303,NA,NA,NA,1204616.44,37745.11,31.9145033621574,-35.4735,149.0124,44.7866,20.4489,15598.0036824406,Solo,Female,English,English,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,Australia,Serbia,2,sf2,T,n,6,5,1,4,1,2,y,n,Germanic,Slavic,n,n,6,NA,NA,NA,NA,24168303,NA,NA,NA,1204616.44,37745.11,31.9145033621574,-35.4735,149.0124,44.7866,20.4489,15598.0036824406,Solo,Female,English,English,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385,Austria,Serbia,4,f,T,n,15,9.55555555555556,2,6,1,2,n,n,Germanic,Slavic,n,n,6,136788,116434,7106289,7433203,8690076,0.086367674441071,0.092637840099994,0.179005514541065,386427.79,37745.11,10.2378239194428,48.2082,16.3738,44.7866,20.4489,491.83976418138,Solo,Female,French,English,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386,Belarus,Serbia,5,sf2,J,n,6,5.875,4,1,1,2,n,n,Slavic,Slavic,y,n,6,NA,NA,NA,NA,9498364,NA,NA,NA,47433.44,37745.11,1.25667775242939,53.9045,27.5615,44.7866,20.4489,1135.94514850379,Solo,Female,English,English,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387,Belgium,Serbia,2,sf2,J,n,6,4.83333333333333,5,1,1,2,n,n,Germanic,Slavic,n,n,6,366,4419,9461830,9977874,11311117,0.000197914115008,0.003314474555651,0.003512388670659,466365.73,37745.11,12.355659580804,50.8503,4.3517,44.7866,20.4489,1373.93188392016,Solo,Female,English,English,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388,Bosnia & Herzegovina,Serbia,8,f,J,n,15,11.2727272727273,1,2,1,2,y,y,Slavic,Slavic,y,y,6,NA,NA,NA,NA,3515982,NA,NA,NA,16559.7,37745.11,0.43872438045617,43.8563,18.4131,44.7866,20.4489,192.161056002308,Solo,Female,Bosnian,English,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389,Bosnia & Herzegovina,Serbia,12,f,T,n,15,11.2727272727273,1,2,1,2,y,y,Slavic,Slavic,y,y,6,NA,NA,NA,NA,3515982,NA,NA,NA,16559.7,37745.11,0.43872438045617,43.8563,18.4131,44.7866,20.4489,192.161056002308,Solo,Female,Bosnian,English,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390,Bulgaria,Serbia,5,f,J,n,15,7.66666666666667,1,3,1,2,y,n,Slavic,Slavic,y,y,6,2432,906,7015969,7075726,7153784,0.0176468454087,0.011606753952189,0.02925359936089,52395.16,37745.11,1.38813107181301,42.6977,23.3219,44.7866,20.4489,327.402455997116,Solo,Female,Mixed,English,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,Bulgaria,Serbia,8,sf2,J,n,6,7.66666666666667,1,3,1,2,y,n,Slavic,Slavic,y,y,6,2432,906,7015969,7075726,7153784,0.0176468454087,0.011606753952189,0.02925359936089,52395.16,37745.11,1.38813107181301,42.6977,23.3219,44.7866,20.4489,327.402455997116,Solo,Female,Mixed,English,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392,Bulgaria,Serbia,5,sf2,T,n,6,7.66666666666667,1,3,1,2,y,n,Slavic,Slavic,y,y,6,2432,906,7015969,7075726,7153784,0.0176468454087,0.011606753952189,0.02925359936089,52395.16,37745.11,1.38813107181301,42.6977,23.3219,44.7866,20.4489,327.402455997116,Solo,Female,Mixed,English,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
