id,From_country,To_country,Points,Round,Voting_Method,Host_Nation,OOA,Average_Points,VBlocs1_FC,VBlocs2_FC,VBlocs1_TC,VBlocs2_TC,ComVBlocs1,ComVBlocs2,FC_LANGFAM,TC_LANGFAM,ComLANGFAM,Neighbours,TC_NumNeigh,FC_NonCOB,FC_NonCitzens,FC_COB,FC_Citizens,FC_Population,METRIC_COB,METRIC_Citizens,METRIC_COBCit,FC_GDP_mil,TC_GDP_mil,GDP_PROP,FC_CAP_LAT,FC_CAP_LON,TC_CAP_LAT,TC_CAP_LON,CAP_DIST_km,TC_PerfType,TC_SingerGender,FC_SONGLANG,TC_SONGLANG,ComSONGLAN,danceability,energy,key,loudiness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1,Belgium,Albania,2,sf2,T,n,17,5.625,5,1,1,3,n,n,Germanic,Albanian,n,n,3,9855,6088,9461830,9977874,11311117,0.005329080883605,0.00456630936746,0.009895390251065,466365.73,11926.86,39.1021383666782,50.8503,4.3517,41.3275,119.8187,8011.1901869688,Solo,Female,English,English,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Bulgaria,Albania,2,sf2,J,n,17,3,1,3,1,3,y,y,Slavic,Albanian,n,n,3,1134,350,7015969,7075726,7153784,0.008228422160142,0.004483845345769,0.012712267505911,52395.16,11926.86,4.39303890546213,42.6977,23.3219,41.3275,119.8187,7487.15455156766,Solo,Female,Mixed,English,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,F.Y.R. Macedonia,Albania,12,sf2,T,n,17,11.3076923076923,9,2,1,3,n,n,Slavic,Albanian,n,y,3,NA,NA,NA,NA,2071278,NA,NA,NA,10899.58,11926.86,0.913868360993589,41.9973,21.428,41.3275,119.8187,7658.52155711706,Solo,Female,Macedonian,English,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Italy,Albania,8,sf2,T,n,17,12,1,3,1,3,y,y,ItalicRomance,Albanian,n,n,3,449663,467687,54758099,55639398,60665551,0.076117926984426,0.093050689065773,0.169168616050198,1849970.46,11926.86,155.109597999809,41.9028,12.4964,41.3275,119.8187,8235.16200515603,Solo,Female,Mixed,English,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Serbia,Albania,8,sf2,J,n,17,5,1,2,1,3,y,n,Slavic,Albanian,n,n,3,NA,NA,NA,NA,33005,NA,NA,NA,37745.11,11926.86,3.1647147698556,44.7866,20.4489,41.3275,119.8187,7534.94138255845,Solo,Female,English,English,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Slovenia,Albania,3,sf2,T,n,17,3.71428571428571,1,2,1,3,y,n,Slavic,Albanian,n,n,3,126,87,1822985,1956422,2064188,0.000522381562418,0.000807304715773,0.001329686278191,43990.64,11926.86,3.68836726514774,46.0569,14.5058,41.3275,119.8187,7811.83618193624,Solo,Female,English,English,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,Switzerland,Albania,10,sf2,T,n,17,8.53846153846154,1,5,1,3,y,n,Germanic,Albanian,n,n,3,2797,1590,5910732,6278459,8327126,0.001157509909394,0.000776114419767,0.001933624329161,659827.24,11926.86,55.3227957735733,46.948,7.4474,41.3275,119.8187,8150.10107824944,Solo,Female,English,English,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Albania,Armenia,2,f,T,n,26,3.33333333333333,1,3,1,1,y,n,Albanian,Armenian,n,n,2,NA,NA,NA,NA,2886026,NA,NA,NA,11926.86,10547.33,1.13079423892113,41.3275,119.8187,40.1792,44.4991,6132.20115220398,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
9,Austria,Armenia,2,f,J,n,26,8.5,2,6,1,1,n,n,Germanic,Armenian,n,n,2,3307,3558,7106289,7433203,8690076,0.002088033302458,0.002830834937181,0.004918868239639,386427.79,10547.33,36.6374987793119,48.2082,16.3738,40.1792,44.4991,2396.65349668871,Solo,Female,French,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
10,Austria,Armenia,5,sf1,J,n,7,8.5,2,6,1,1,n,n,Germanic,Armenian,n,n,2,3307,3558,7106289,7433203,8690076,0.002088033302458,0.002830834937181,0.004918868239639,386427.79,10547.33,36.6374987793119,48.2082,16.3738,40.1792,44.4991,2396.65349668871,Solo,Female,French,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
11,Austria,Armenia,4,sf1,T,n,7,8.5,2,6,1,1,n,n,Germanic,Armenian,n,n,2,3307,3558,7106289,7433203,8690076,0.002088033302458,0.002830834937181,0.004918868239639,386427.79,10547.33,36.6374987793119,48.2082,16.3738,40.1792,44.4991,2396.65349668871,Solo,Female,French,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
12,Belarus,Armenia,3,f,J,n,26,5.9,4,1,1,1,n,y,Turkic,Armenian,n,n,2,NA,NA,NA,NA,9498364,NA,NA,NA,47433.44,10547.33,4.4971988171414,53.9045,27.5615,40.1792,44.4991,1983.63705407785,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
13,Belarus,Armenia,7,f,T,n,26,5.9,4,1,1,1,n,y,Slavic,Armenian,n,n,2,NA,NA,NA,NA,9498364,NA,NA,NA,47433.44,10547.33,4.4971988171414,53.9045,27.5615,40.1792,44.4991,1983.63705407785,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
14,Belgium,Armenia,7,f,T,n,26,8.8,5,1,1,1,n,y,Germanic,Armenian,n,n,2,1436,5841,9461830,9977874,11311117,0.000776515489483,0.004381046815922,0.005157562305405,466365.73,10547.33,44.2164727945366,50.8503,4.3517,40.1792,44.4991,3297.04754820247,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
15,Bosnia & Herzegovina,Armenia,2,f,J,n,26,4.33333333333333,1,2,1,1,y,n,Slavic,Armenian,n,n,2,NA,NA,NA,NA,3515982,NA,NA,NA,16559.7,10547.33,1.57003715632297,43.8563,18.4131,40.1792,44.4991,2183.9031365733,Solo,Female,Bosnian,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
16,Bosnia & Herzegovina,Armenia,7,sf1,J,n,7,4.33333333333333,1,2,1,1,y,n,Slavic,Armenian,n,n,2,NA,NA,NA,NA,3515982,NA,NA,NA,16559.7,10547.33,1.57003715632297,43.8563,18.4131,40.1792,44.4991,2183.9031365733,Solo,Female,Bosnian,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
17,Bosnia & Herzegovina,Armenia,3,sf1,T,n,7,4.33333333333333,1,2,1,1,y,n,Slavic,Armenian,n,n,2,NA,NA,NA,NA,3515982,NA,NA,NA,16559.7,10547.33,1.57003715632297,43.8563,18.4131,40.1792,44.4991,2183.9031365733,Solo,Female,Bosnian,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
18,Bulgaria,Armenia,12,f,J,n,26,7.8,1,3,1,1,y,n,Slavic,Armenian,n,n,2,1592,1192,7015969,7075726,7153784,0.011551717882669,0.015270696149017,0.026822414031686,52395.16,10547.33,4.96762308565296,42.6977,23.3219,40.1792,44.4991,1782.54197486133,Solo,Female,Mixed,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
19,Bulgaria,Armenia,8,f,T,n,26,7.8,1,3,1,1,y,n,Slavic,Armenian,n,n,2,1592,1192,7015969,7075726,7153784,0.011551717882669,0.015270696149017,0.026822414031686,52395.16,10547.33,4.96762308565296,42.6977,23.3219,40.1792,44.4991,1782.54197486133,Solo,Female,Mixed,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
20,Croatia,Armenia,4,f,J,n,26,0,1,2,1,1,y,n,Slavic,Armenian,n,n,2,NA,NA,NA,4147382,4190669,NA,NA,NA,50425.33,10547.33,4.78086207599459,45.815,15.9819,40.1792,44.4991,2388.23792286399,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
21,Croatia,Armenia,5,sf1,J,n,7,0,1,2,1,1,y,n,Slavic,Armenian,n,n,2,NA,NA,NA,4147382,4190669,NA,NA,NA,50425.33,10547.33,4.78086207599459,45.815,15.9819,40.1792,44.4991,2388.23792286399,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
22,Croatia,Armenia,3,sf1,T,n,7,0,1,2,1,1,y,n,Slavic,Armenian,n,n,2,NA,NA,NA,4147382,4190669,NA,NA,NA,50425.33,10547.33,4.78086207599459,45.815,15.9819,40.1792,44.4991,2388.23792286399,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
23,Cyprus,Armenia,8,f,J,n,26,8.57142857142857,6,3,1,1,n,n,Hellenic,Armenian,n,n,2,NA,NA,NA,NA,848319,NA,NA,NA,19801.66,10547.33,1.87740973307937,35.1856,33.3823,40.1792,44.4991,1123.63273173242,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
24,Cyprus,Armenia,8,f,T,n,26,8.57142857142857,6,3,1,1,n,n,Hellenic,Armenian,n,n,2,NA,NA,NA,NA,848319,NA,NA,NA,19801.66,10547.33,1.87740973307937,35.1856,33.3823,40.1792,44.4991,1123.63273173242,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
25,Cyprus,Armenia,10,sf1,J,n,7,8.57142857142857,6,3,1,1,n,n,Hellenic,Armenian,n,n,2,NA,NA,NA,NA,848319,NA,NA,NA,19801.66,10547.33,1.87740973307937,35.1856,33.3823,40.1792,44.4991,1123.63273173242,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
26,Cyprus,Armenia,7,sf1,T,n,7,8.57142857142857,6,3,1,1,n,n,Hellenic,Armenian,n,n,2,NA,NA,NA,NA,848319,NA,NA,NA,19801.66,10547.33,1.87740973307937,35.1856,33.3823,40.1792,44.4991,1123.63273173242,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
27,Czech Republic,Armenia,8,f,T,n,26,9.6,7,1,1,1,n,y,Slavic,Armenian,n,n,2,1819,1759,10120553,10077497,10553843,0.004198112118904,0.003692693966151,0.007890806085055,99300.33,10547.33,9.41473624130467,50.0755,14.4378,40.1792,44.4991,2579.24084663092,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
28,Czech Republic,Armenia,12,sf1,T,n,7,9.6,7,1,1,1,n,y,Slavic,Armenian,n,n,2,1819,1759,10120553,10077497,10553843,0.004198112118904,0.003692693966151,0.007890806085055,99300.33,10547.33,9.41473624130467,50.0755,14.4378,40.1792,44.4991,2579.24084663092,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
29,Estonia,Armenia,2,sf1,J,n,7,4,8,5,1,1,n,n,Uralic,Armenian,n,n,2,697,251,1122085,1117693,1315944,0.003595396654269,0.001266071797872,0.004861468452142,23136.74,10547.33,2.19361108451144,59.437,24.7536,40.1792,44.4991,2546.10160259382,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
30,Estonia,Armenia,1,sf1,T,n,7,4,8,5,1,1,n,n,Uralic,Armenian,n,n,2,697,251,1122085,1117693,1315944,0.003595396654269,0.001266071797872,0.004861468452142,23136.74,10547.33,2.19361108451144,59.437,24.7536,40.1792,44.4991,2546.10160259382,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
31,F.Y.R. Macedonia,Armenia,7,f,T,n,26,3.16666666666667,9,2,1,1,n,n,Slavic,Armenian,n,n,2,NA,NA,NA,NA,2071278,NA,NA,NA,10899.58,10547.33,1.03339707774385,41.9973,21.428,40.1792,44.4991,1938.1451875368,Solo,Female,Macedonian,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
32,Finland,Armenia,7,sf1,J,n,7,2.5,10,5,1,1,n,n,Uralic,Armenian,n,n,2,97,79,5150146,5257543,5487308,0.000287695529152,0.00034382956499,0.000631525094142,236785.05,10547.33,22.4497621672973,60.1699,24.9384,40.1792,44.4991,2601.00320554746,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
33,Finland,Armenia,1,sf1,T,n,7,2.5,10,5,1,1,n,n,Uralic,Armenian,n,n,2,97,79,5150146,5257543,5487308,0.000287695529152,0.00034382956499,0.000631525094142,236785.05,10547.33,22.4497621672973,60.1699,24.9384,40.1792,44.4991,2601.00320554746,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
34,France,Armenia,2,f,J,n,26,9.27272727272727,11,1,1,1,n,y,ItalicRomance,Armenian,n,n,2,NA,NA,NA,62351387,66759950,NA,NA,NA,2465453.98,10547.33,233.751478336223,48.8566,2.3522,40.1792,44.4991,3429.63735046252,Solo,Female,Mixed,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
35,France,Armenia,12,f,T,n,26,9.27272727272727,11,1,1,1,n,y,ItalicRomance,Armenian,n,n,2,NA,NA,NA,62351387,66759950,NA,NA,NA,2465453.98,10547.33,233.751478336223,48.8566,2.3522,40.1792,44.4991,3429.63735046252,Solo,Female,Mixed,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
36,France,Armenia,3,sf1,J,n,7,9.27272727272727,11,1,1,1,n,y,ItalicRomance,Armenian,n,n,2,NA,NA,NA,62351387,66759950,NA,NA,NA,2465453.98,10547.33,233.751478336223,48.8566,2.3522,40.1792,44.4991,3429.63735046252,Solo,Female,Mixed,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
37,France,Armenia,12,sf1,T,n,7,9.27272727272727,11,1,1,1,n,y,ItalicRomance,Armenian,n,n,2,NA,NA,NA,62351387,66759950,NA,NA,NA,2465453.98,10547.33,233.751478336223,48.8566,2.3522,40.1792,44.4991,3429.63735046252,Solo,Female,Mixed,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
38,Georgia,Armenia,12,f,T,n,26,3,12,1,1,1,n,y,Kartvelian,Armenian,n,y,2,NA,NA,NA,NA,3720400,NA,NA,NA,14332.88,10547.33,1.3589107385471,41.7151,44.8271,40.1792,44.4991,172.991341152594,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
39,Germany,Armenia,2,f,T,n,26,6.33333333333333,13,2,1,1,n,n,Germanic,Armenian,n,n,2,NA,17269,NA,73523726,82800000,NA,0.001861631081617,NA,3466756.88,10547.33,328.685731839243,52.52,13.405,40.1792,44.4991,2722.19216047451,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
40,Greece,Armenia,10,f,J,n,26,8,14,3,1,1,n,n,Hellenic,Armenian,n,n,2,NA,NA,NA,NA,10783748,NA,NA,NA,194558.65,10547.33,18.4462465856288,37.9838,23.7275,40.1792,44.4991,1805.22556812709,Solo,Female,Mixed,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
41,Greece,Armenia,8,f,T,n,26,8,14,3,1,1,n,n,Hellenic,Armenian,n,n,2,NA,NA,NA,NA,10783748,NA,NA,NA,194558.65,10547.33,18.4462465856288,37.9838,23.7275,40.1792,44.4991,1805.22556812709,Solo,Female,Mixed,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
42,Greece,Armenia,10,sf1,J,n,7,8,14,3,1,1,n,n,Hellenic,Armenian,n,n,2,NA,NA,NA,NA,10783748,NA,NA,NA,194558.65,10547.33,18.4462465856288,37.9838,23.7275,40.1792,44.4991,1805.22556812709,Solo,Female,Mixed,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
43,Greece,Armenia,8,sf1,T,n,7,8,14,3,1,1,n,n,Hellenic,Armenian,n,n,2,NA,NA,NA,NA,10783748,NA,NA,NA,194558.65,10547.33,18.4462465856288,37.9838,23.7275,40.1792,44.4991,1805.22556812709,Solo,Female,Mixed,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
44,Hungary,Armenia,1,f,J,n,26,6,1,5,1,1,y,n,Uralic,Armenian,n,n,2,190,195,9326183,9673897,9830485,0.000376758370976,0.001245306153728,0.001622064524704,124342.94,10547.33,11.7890442415284,47.4979,19.0402,40.1792,44.4991,2185.67833536058,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
45,Hungary,Armenia,5,sf1,J,n,7,6,1,5,1,1,y,n,Uralic,Armenian,n,n,2,190,195,9326183,9673897,9830485,0.000376758370976,0.001245306153728,0.001622064524704,124342.94,10547.33,11.7890442415284,47.4979,19.0402,40.1792,44.4991,2185.67833536058,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
46,Hungary,Armenia,2,sf1,T,n,7,6,1,5,1,1,y,n,Uralic,Armenian,n,n,2,190,195,9326183,9673897,9830485,0.000376758370976,0.001245306153728,0.001622064524704,124342.94,10547.33,11.7890442415284,47.4979,19.0402,40.1792,44.4991,2185.67833536058,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
47,Iceland,Armenia,5,sf1,J,n,7,2.83333333333333,15,1,1,1,n,y,Germanic,Armenian,n,n,2,10,3,290507,306044,332529,0.000237970586835,0.000113271663206,0.000351242250041,20047.41,10547.33,1.90070946865226,64.1265,-21.8174,40.1792,44.4991,4937.41112933601,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
48,Iceland,Armenia,3,sf1,T,n,7,2.83333333333333,15,1,1,1,n,y,Germanic,Armenian,n,n,2,10,3,290507,306044,332529,0.000237970586835,0.000113271663206,0.000351242250041,20047.41,10547.33,1.90070946865226,64.1265,-21.8174,40.1792,44.4991,4937.41112933601,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
49,Israel,Armenia,2,f,J,n,26,8.81818181818182,15,1,1,1,n,y,Semetic,Armenian,n,n,2,NA,NA,NA,NA,NA,NA,NA,NA,318743.69,10547.33,30.2203202137413,31.7683,35.2137,40.1792,44.4991,1252.64363639562,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
50,Israel,Armenia,6,f,T,n,26,8.81818181818182,15,1,1,1,n,y,Semetic,Armenian,n,n,2,NA,NA,NA,NA,NA,NA,NA,NA,318743.69,10547.33,30.2203202137413,31.7683,35.2137,40.1792,44.4991,1252.64363639562,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
51,Italy,Armenia,1,f,T,n,26,0,1,3,1,1,y,n,ItalicRomance,Armenian,n,n,2,1473,1007,54758099,55639398,60665551,0.000249346080171,0.000200352038627,0.000449698118798,1849970.46,10547.33,175.397039819556,41.9028,12.4964,40.1792,44.4991,2675.24627848591,Solo,Female,Mixed,English,0,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
52,Latvia,Armenia,6,f,J,n,26,4.5,17,5,1,1,n,n,Baltic,Armenian,n,n,2,707,189,1710068,1680011,1968957,0.002730900115494,0.000654101458404,0.003385001573898,27677.39,10547.33,2.62411340121149,56.9496,24.1052,40.1792,44.4991,2374.41994119004,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
53,Lithuania,Armenia,4,f,J,n,26,1.5,18,6,1,1,n,n,Baltic,Armenian,n,n,2,505,218,2758852,2869876,2888558,0.003893420504834,0.011668986189916,0.01556240669475,42738.88,10547.33,4.05210418181663,54.6872,253,40.1792,44.4991,9128.03326392575,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
54,Malta,Armenia,7,f,J,n,26,5.5,19,1,1,1,n,y,Semitic,Armenian,n,n,2,NA,NA,NA,NA,434403,NA,NA,NA,10949.09,10547.33,1.03809115671928,35.8989,14.5146,40.1792,44.4991,2655.62303075428,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
55,Malta,Armenia,12,sf1,J,n,7,5.5,19,1,1,1,n,y,Semitic,Armenian,n,n,2,NA,NA,NA,NA,434403,NA,NA,NA,10949.09,10547.33,1.03809115671928,35.8989,14.5146,40.1792,44.4991,2655.62303075428,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
56,Malta,Armenia,4,sf1,T,n,7,5.5,19,1,1,1,n,y,Semitic,Armenian,n,n,2,NA,NA,NA,NA,434403,NA,NA,NA,10949.09,10547.33,1.03809115671928,35.8989,14.5146,40.1792,44.4991,2655.62303075428,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
57,Moldova,Armenia,5,f,J,n,26,3.5,20,1,1,1,n,y,ItalicRomance,Armenian,n,n,2,NA,NA,NA,NA,3553056,NA,NA,NA,6749.52,10547.33,0.639926881969181,47.0105,28.8638,40.1792,44.4991,1466.53511455782,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
58,Moldova,Armenia,7,f,T,n,26,3.5,20,1,1,1,n,y,ItalicRomance,Armenian,n,n,2,NA,NA,NA,NA,3553056,NA,NA,NA,6749.52,10547.33,0.639926881969181,47.0105,28.8638,40.1792,44.4991,1466.53511455782,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
59,Moldova,Armenia,10,sf1,J,n,7,3.5,20,1,1,1,n,y,ItalicRomance,Armenian,n,n,2,NA,NA,NA,NA,3553056,NA,NA,NA,6749.52,10547.33,0.639926881969181,47.0105,28.8638,40.1792,44.4991,1466.53511455782,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
60,Moldova,Armenia,8,sf1,T,n,7,3.5,20,1,1,1,n,y,ItalicRomance,Armenian,n,n,2,NA,NA,NA,NA,3553056,NA,NA,NA,6749.52,10547.33,0.639926881969181,47.0105,28.8638,40.1792,44.4991,1466.53511455782,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
61,Montenegro,Armenia,10,f,J,n,26,6.2,1,2,1,1,y,n,Slavic,Armenian,n,n,2,NA,NA,NA,NA,622218,NA,NA,NA,4173.26,10547.33,0.395669804585616,42.4304,19.2594,40.1792,44.4991,2115.19963453494,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
62,Montenegro,Armenia,12,sf1,J,n,7,6.2,1,2,1,1,y,n,Slavic,Armenian,n,n,2,NA,NA,NA,NA,622218,NA,NA,NA,4173.26,10547.33,0.395669804585616,42.4304,19.2594,40.1792,44.4991,2115.19963453494,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
63,Montenegro,Armenia,3,sf1,T,n,7,6.2,1,2,1,1,y,n,Slavic,Armenian,n,n,2,NA,NA,NA,NA,622218,NA,NA,NA,4173.26,10547.33,0.395669804585616,42.4304,19.2594,40.1792,44.4991,2115.19963453494,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
64,Poland,Armenia,2,f,T,n,26,5.77777777777778,1,5,1,1,y,n,Slavic,Armenian,n,n,2,NA,NA,NA,37811676,37967209,NA,NA,NA,469508.68,10547.33,44.5144581614494,52.2297,21.0122,40.1792,44.4991,2233.17717598825,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
65,Russia,Armenia,12,f,J,n,26,9.25,3,1,1,1,n,y,Slavic,Armenian,n,n,2,NA,NA,NA,NA,NA,NA,NA,NA,1283162.35,10547.33,121.657552195674,55.7558,37.6173,40.1792,44.4991,1804.07020930022,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
66,Russia,Armenia,12,f,T,n,26,9.25,3,1,1,1,n,y,Slavic,Armenian,n,n,2,NA,NA,NA,NA,NA,NA,NA,NA,1283162.35,10547.33,121.657552195674,55.7558,37.6173,40.1792,44.4991,1804.07020930022,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
67,Russia,Armenia,12,sf1,J,n,7,9.25,3,1,1,1,n,y,Slavic,Armenian,n,n,2,NA,NA,NA,NA,NA,NA,NA,NA,1283162.35,10547.33,121.657552195674,55.7558,37.6173,40.1792,44.4991,1804.07020930022,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
68,Russia,Armenia,12,sf1,T,n,7,9.25,3,1,1,1,n,y,Slavic,Armenian,n,n,2,NA,NA,NA,NA,NA,NA,NA,NA,1283162.35,10547.33,121.657552195674,55.7558,37.6173,40.1792,44.4991,1804.07020930022,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
69,San Marino,Armenia,2,f,T,n,26,6.66666666666667,1,5,1,1,y,n,ItalianRomance,Armenian,n,n,2,NA,NA,NA,NA,33005,NA,NA,NA,1500,10547.33,0.142216086914887,43.9356,12.4473,40.1792,44.4991,2661.78714933014,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
